kegg_class,final_name,type,gene
Canonical amino acid metabolism,Tryptophan metabolism,both,HADHA
Canonical amino acid metabolism,Tryptophan metabolism,both,ECHS1
Canonical amino acid metabolism,Tryptophan metabolism,both,EHHADH
Canonical amino acid metabolism,Tryptophan metabolism,both,INMT
Canonical amino acid metabolism,Tryptophan metabolism,both,TPH2
Canonical amino acid metabolism,Tryptophan metabolism,both,AFMID
Canonical amino acid metabolism,Tryptophan metabolism,both,ACMSD
Canonical amino acid metabolism,Tryptophan metabolism,both,AANAT
Canonical amino acid metabolism,Tryptophan metabolism,both,CYP1A1
Canonical amino acid metabolism,Tryptophan metabolism,both,CYP1A2
Canonical amino acid metabolism,Tryptophan metabolism,both,CYP1B1
Canonical amino acid metabolism,Tryptophan metabolism,both,KYAT3
Canonical amino acid metabolism,Tryptophan metabolism,both,HADH
Canonical amino acid metabolism,Tryptophan metabolism,both,AOX1
Canonical amino acid metabolism,Tryptophan metabolism,both,IDO1
Canonical amino acid metabolism,Tryptophan metabolism,both,ACAT1
Canonical amino acid metabolism,Tryptophan metabolism,both,ALDH2
Canonical amino acid metabolism,Tryptophan metabolism,both,ALDH1B1
Canonical amino acid metabolism,Tryptophan metabolism,both,ALDH9A1
Canonical amino acid metabolism,Tryptophan metabolism,both,ALDH3A2
Canonical amino acid metabolism,Tryptophan metabolism,both,HAAO
Canonical amino acid metabolism,Tryptophan metabolism,both,CAT
Canonical amino acid metabolism,Tryptophan metabolism,both,KMO
Canonical amino acid metabolism,Tryptophan metabolism,both,TDO2
Canonical amino acid metabolism,Tryptophan metabolism,both,TPH1
Canonical amino acid metabolism,Tryptophan metabolism,both,MAOB
Canonical amino acid metabolism,Tryptophan metabolism,both,ASMT
Canonical amino acid metabolism,Tryptophan metabolism,both,ACAT2
Canonical amino acid metabolism,Tryptophan metabolism,both,MAOA
Canonical amino acid metabolism,Tryptophan metabolism,both,KYNU
Canonical amino acid metabolism,Tryptophan metabolism,both,ALDH7A1
Canonical amino acid metabolism,Tryptophan metabolism,both,AADAT
Canonical amino acid metabolism,Tryptophan metabolism,both,KYAT1
Canonical amino acid metabolism,Tyrosine metabolism,kegg_gene,AOX1
Canonical amino acid metabolism,Tyrosine metabolism,kegg_gene,FAHD1
Canonical amino acid metabolism,Tyrosine metabolism,kegg_gene,LRTOMT
Canonical amino acid metabolism,Tyrosine metabolism,kegg_gene,IL4I1
Canonical amino acid metabolism,Tyrosine metabolism,kegg_gene,MIF
Canonical amino acid metabolism,Tyrosine metabolism,recon3d_gene,CHPF
Canonical amino acid metabolism,Tyrosine metabolism,recon3d_gene,CHSY1
Canonical amino acid metabolism,Tyrosine metabolism,recon3d_gene,CHSY3
Canonical amino acid metabolism,Tyrosine metabolism,recon3d_gene,CSGALNACT2
Canonical amino acid metabolism,Tyrosine metabolism,recon3d_gene,CSGALNACT1
Canonical amino acid metabolism,Tyrosine metabolism,recon3d_gene,AKR1A1
Canonical amino acid metabolism,Tyrosine metabolism,recon3d_gene,COMTD1
Canonical amino acid metabolism,Tyrosine metabolism,recon3d_gene,ADHFE1
Canonical amino acid metabolism,Tyrosine metabolism,recon3d_gene,NQO1
Canonical amino acid metabolism,Tyrosine metabolism,recon3d_gene,ESD
Canonical amino acid metabolism,Tyrosine metabolism,recon3d_gene,ALDH1A3
Canonical amino acid metabolism,Tyrosine metabolism,recon3d_gene,SULT4A1
Canonical amino acid metabolism,Tyrosine metabolism,recon3d_gene,SULT1A3
Canonical amino acid metabolism,Tyrosine metabolism,recon3d_gene,MOXD1
Canonical amino acid metabolism,Tyrosine metabolism,recon3d_gene,GGT5
Canonical amino acid metabolism,Tyrosine metabolism,recon3d_gene,GPT
Canonical amino acid metabolism,Tyrosine metabolism,recon3d_gene,GPT2
Canonical amino acid metabolism,Tyrosine metabolism,recon3d_gene,GSTM2
Canonical amino acid metabolism,Tyrosine metabolism,recon3d_gene,GSTK1
Canonical amino acid metabolism,Tyrosine metabolism,recon3d_gene,STS
Canonical amino acid metabolism,Tyrosine metabolism,recon3d_gene,AOC1
Canonical amino acid metabolism,Tyrosine metabolism,recon3d_gene,MPO
Canonical amino acid metabolism,Tyrosine metabolism,recon3d_gene,PRDX6
Canonical amino acid metabolism,Tyrosine metabolism,recon3d_gene,DUOX1
Canonical amino acid metabolism,Tyrosine metabolism,recon3d_gene,DUOX2
Canonical amino acid metabolism,Tyrosine metabolism,recon3d_gene,UGT1A9
Canonical amino acid metabolism,Tyrosine metabolism,recon3d_gene,UGT2B11
Canonical amino acid metabolism,Tyrosine metabolism,recon3d_gene,UGT2B17
Canonical amino acid metabolism,Tyrosine metabolism,recon3d_gene,UGT2B4
Canonical amino acid metabolism,Tyrosine metabolism,recon3d_gene,UGT2B7
Canonical amino acid metabolism,Tyrosine metabolism,recon3d_gene,UGT1A6
Canonical amino acid metabolism,Tyrosine metabolism,recon3d_gene,UGT1A4
Canonical amino acid metabolism,Tyrosine metabolism,recon3d_gene,UGT1A3
Canonical amino acid metabolism,Tyrosine metabolism,recon3d_gene,UGT2B10
Canonical amino acid metabolism,Tyrosine metabolism,recon3d_gene,UGT2B15
Canonical amino acid metabolism,Tyrosine metabolism,recon3d_gene,UGT1A7
Canonical amino acid metabolism,Tyrosine metabolism,recon3d_gene,UGT1A10
Canonical amino acid metabolism,Tyrosine metabolism,recon3d_gene,UGT1A1
Canonical amino acid metabolism,Tyrosine metabolism,recon3d_gene,SULT1A2
Canonical amino acid metabolism,Tyrosine metabolism,recon3d_gene,SULT1A1
Canonical amino acid metabolism,Tyrosine metabolism,both,TYRP1
Canonical amino acid metabolism,Tyrosine metabolism,both,HPD
Canonical amino acid metabolism,Tyrosine metabolism,both,MAOA
Canonical amino acid metabolism,Tyrosine metabolism,both,MAOB
Canonical amino acid metabolism,Tyrosine metabolism,both,ADH1A
Canonical amino acid metabolism,Tyrosine metabolism,both,ADH1B
Canonical amino acid metabolism,Tyrosine metabolism,both,ADH1C
Canonical amino acid metabolism,Tyrosine metabolism,both,ADH4
Canonical amino acid metabolism,Tyrosine metabolism,both,ADH5
Canonical amino acid metabolism,Tyrosine metabolism,both,ADH6
Canonical amino acid metabolism,Tyrosine metabolism,both,COMT
Canonical amino acid metabolism,Tyrosine metabolism,both,DBH
Canonical amino acid metabolism,Tyrosine metabolism,both,DCT
Canonical amino acid metabolism,Tyrosine metabolism,both,DDC
Canonical amino acid metabolism,Tyrosine metabolism,both,ALDH3A1
Canonical amino acid metabolism,Tyrosine metabolism,both,FAH
Canonical amino acid metabolism,Tyrosine metabolism,both,ALDH3B1
Canonical amino acid metabolism,Tyrosine metabolism,both,ALDH3B2
Canonical amino acid metabolism,Tyrosine metabolism,both,GOT1
Canonical amino acid metabolism,Tyrosine metabolism,both,GOT2
Canonical amino acid metabolism,Tyrosine metabolism,both,GSTZ1
Canonical amino acid metabolism,Tyrosine metabolism,both,HGD
Canonical amino acid metabolism,Tyrosine metabolism,both,AOC2
Canonical amino acid metabolism,Tyrosine metabolism,both,TAT
Canonical amino acid metabolism,Tyrosine metabolism,both,TH
Canonical amino acid metabolism,Tyrosine metabolism,both,AOC3
Canonical amino acid metabolism,Tyrosine metabolism,both,PNMT
Canonical amino acid metabolism,Tyrosine metabolism,both,TYR
Canonical amino acid metabolism,Tyrosine metabolism,both,TPO
Metabolism of cofactors and vitamins,Ubiquinone synthesis,kegg_gene,NQO1
Metabolism of cofactors and vitamins,Ubiquinone synthesis,kegg_gene,GGCX
Metabolism of cofactors and vitamins,Ubiquinone synthesis,kegg_gene,VKORC1L1
Metabolism of cofactors and vitamins,Ubiquinone synthesis,kegg_gene,HPD
Metabolism of cofactors and vitamins,Ubiquinone synthesis,kegg_gene,VKORC1
Metabolism of cofactors and vitamins,Ubiquinone synthesis,kegg_gene,TAT
Metabolism of cofactors and vitamins,Ubiquinone synthesis,recon3d_gene,CHURC1-FNTB
Metabolism of cofactors and vitamins,Ubiquinone synthesis,recon3d_gene,FNTA
Metabolism of cofactors and vitamins,Ubiquinone synthesis,recon3d_gene,FNTB
Metabolism of cofactors and vitamins,Ubiquinone synthesis,recon3d_gene,ICMT
Metabolism of cofactors and vitamins,Ubiquinone synthesis,recon3d_gene,PCYOX1
Metabolism of cofactors and vitamins,Ubiquinone synthesis,both,COQ6
Metabolism of cofactors and vitamins,Ubiquinone synthesis,both,COQ5
Metabolism of cofactors and vitamins,Ubiquinone synthesis,both,COQ2
Metabolism of cofactors and vitamins,Ubiquinone synthesis,both,COQ7
Metabolism of cofactors and vitamins,Ubiquinone synthesis,both,COQ3
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",kegg_gene,AACS
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",kegg_gene,ACSF3
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",kegg_gene,HMGCL
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",kegg_gene,HMGCS1
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",kegg_gene,HMGCS2
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",kegg_gene,IL4I1
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",kegg_gene,HIBCH
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",kegg_gene,ACAA1
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",kegg_gene,AGXT2
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",kegg_gene,AOX1
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",kegg_gene,ACAT2
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",kegg_gene,HMGCLL1
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",recon3d_gene,LDHB
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",recon3d_gene,LDHA
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",recon3d_gene,LDHAL6A
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",recon3d_gene,LDHC
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",recon3d_gene,UEVLD
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",recon3d_gene,LDHAL6B
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",recon3d_gene,MLYCD
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",both,MCEE
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",both,EHHADH
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",both,HADHA
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",both,HADHB
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",both,HADH
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",both,ALDH2
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",both,ALDH1B1
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",both,ACAA2
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",both,HIBADH
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",both,DBT
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",both,DLD
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",both,ABAT
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",both,ECHS1
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",both,ALDH7A1
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",both,ALDH9A1
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",both,ALDH3A2
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",both,ACAD8
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",both,HSD17B10
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",both,ALDH6A1
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",both,OXCT1
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",both,PCCA
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",both,PCCB
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",both,ACADM
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",both,ACADS
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",both,ACADSB
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",both,IVD
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",both,ACAT1
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",both,OXCT2
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",both,MCCC2
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",both,AUH
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",both,MCCC1
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",both,BCAT1
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",both,BCAT2
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",both,BCKDHA
Canonical amino acid metabolism,"Valine, leucine, and isoleucine metabolism",both,BCKDHB
Metabolism of cofactors and vitamins,Vitamin metabolism,kegg_gene,PHOSPHO2
Metabolism of cofactors and vitamins,Vitamin metabolism,kegg_gene,PSAT1
Metabolism of cofactors and vitamins,Vitamin metabolism,both,PDXP
Metabolism of cofactors and vitamins,Vitamin metabolism,both,PNPO
Metabolism of cofactors and vitamins,Vitamin metabolism,both,PDXK
Metabolism of cofactors and vitamins,Vitamin metabolism,both,AOX1
Glycan metabolism,Glycosaminoglycan degradation,recon3d_gene,HEXA
Glycan metabolism,Glycosaminoglycan degradation,recon3d_gene,HEXB
Glycan metabolism,Glycosaminoglycan degradation,recon3d_gene,CTSA
Glycan metabolism,Glycosaminoglycan degradation,recon3d_gene,GLB1
Glycan metabolism,Glycosaminoglycan degradation,recon3d_gene,GALNS
Glycan metabolism,Glycosaminoglycan degradation,recon3d_gene,NEU1
Glycan metabolism,Glycosaminoglycan degradation,recon3d_gene,AGA
Glycan metabolism,Glycosaminoglycan degradation,recon3d_gene,FUCA1
Glycan metabolism,Glycosaminoglycan degradation,recon3d_gene,FUCA2
Glycan metabolism,Glycosaminoglycan degradation,recon3d_gene,GNS
Glycan metabolism,Glycosaminoglycan degradation,recon3d_gene,NAGA
Carbohydrate metabolism,Blood group synthesis,recon3d_gene,B3GNT3
Carbohydrate metabolism,Blood group synthesis,recon3d_gene,ST3GAL6
Carbohydrate metabolism,Blood group synthesis,recon3d_gene,B3GNT2
Carbohydrate metabolism,Blood group synthesis,recon3d_gene,FUT9
Carbohydrate metabolism,Blood group synthesis,recon3d_gene,FUT1
Carbohydrate metabolism,Blood group synthesis,recon3d_gene,FUT3
Carbohydrate metabolism,Blood group synthesis,recon3d_gene,FUT5
Carbohydrate metabolism,Blood group synthesis,recon3d_gene,FUT6
Carbohydrate metabolism,Blood group synthesis,recon3d_gene,GCNT2
Carbohydrate metabolism,Blood group synthesis,recon3d_gene,ABO
Carbohydrate metabolism,Blood group synthesis,recon3d_gene,ST8SIA5
Carbohydrate metabolism,Blood group synthesis,recon3d_gene,ST3GAL3
Carbohydrate metabolism,Blood group synthesis,recon3d_gene,B3GNT5
Detoxification pathways,NAD metabolism,recon3d_gene,ENPP3
Detoxification pathways,NAD metabolism,recon3d_gene,NUDT12
Detoxification pathways,NAD metabolism,recon3d_gene,ENPP1
Detoxification pathways,NAD metabolism,recon3d_gene,NAMPT
Detoxification pathways,NAD metabolism,recon3d_gene,NT5C2
Detoxification pathways,NAD metabolism,recon3d_gene,NT5C
Detoxification pathways,NAD metabolism,recon3d_gene,NT5C1B
Detoxification pathways,NAD metabolism,recon3d_gene,NT5C1A
Detoxification pathways,NAD metabolism,recon3d_gene,NT5C3A
Detoxification pathways,NAD metabolism,recon3d_gene,NT5E
Detoxification pathways,NAD metabolism,recon3d_gene,QPRT
Detoxification pathways,NAD metabolism,recon3d_gene,NNT
Detoxification pathways,NAD metabolism,recon3d_gene,AOX1
Detoxification pathways,NAD metabolism,recon3d_gene,NMNAT3
Detoxification pathways,NAD metabolism,recon3d_gene,NMNAT2
Detoxification pathways,NAD metabolism,recon3d_gene,NMNAT1
Detoxification pathways,NAD metabolism,recon3d_gene,NNMT
Detoxification pathways,NAD metabolism,recon3d_gene,PNP
Detoxification pathways,NAD metabolism,recon3d_gene,SIRT6
Detoxification pathways,NAD metabolism,recon3d_gene,ART4
Detoxification pathways,NAD metabolism,recon3d_gene,ART1
Detoxification pathways,NAD metabolism,recon3d_gene,ART3
Detoxification pathways,NAD metabolism,recon3d_gene,ART5
Detoxification pathways,NAD metabolism,recon3d_gene,NMRK1
Detoxification pathways,NAD metabolism,recon3d_gene,ACP5
Detoxification pathways,NAD metabolism,recon3d_gene,ACP4
Detoxification pathways,NAD metabolism,recon3d_gene,ACP1
Detoxification pathways,NAD metabolism,recon3d_gene,PXYLP1
Detoxification pathways,NAD metabolism,recon3d_gene,ACP6
Detoxification pathways,NAD metabolism,recon3d_gene,ACP7
Detoxification pathways,NAD metabolism,recon3d_gene,NADSYN1
Detoxification pathways,NAD metabolism,recon3d_gene,NADK
Detoxification pathways,NAD metabolism,recon3d_gene,NAPRT
Detoxification pathways,NAD metabolism,recon3d_gene,CD38
Nucleotide metabolism,Purine synthesis,recon3d_gene,PAICS
Nucleotide metabolism,Purine synthesis,recon3d_gene,ADSL
Nucleotide metabolism,Purine synthesis,recon3d_gene,GART
Nucleotide metabolism,Purine synthesis,recon3d_gene,ATIC
Nucleotide metabolism,Purine synthesis,recon3d_gene,PFAS
Nucleotide metabolism,Purine synthesis,recon3d_gene,PPAT
Nucleotide metabolism,Purine synthesis,recon3d_gene,UCK1
Nucleotide metabolism,Purine synthesis,recon3d_gene,UCK2
Nucleotide metabolism,Purine synthesis,recon3d_gene,UCKL1
Glycan metabolism,Glycosaminoglycan degradation,recon3d_gene,GUSB
Glycan metabolism,Glycosaminoglycan degradation,recon3d_gene,IDS
Glycan metabolism,Glycosaminoglycan degradation,recon3d_gene,IDUA
Glycan metabolism,Glycosaminoglycan degradation,recon3d_gene,ARSB
Glycan metabolism,Glycosaminoglycan biosynthesis,recon3d_gene,EXT1
Glycan metabolism,Glycosaminoglycan biosynthesis,recon3d_gene,EXT2
Glycan metabolism,Glycosaminoglycan biosynthesis,recon3d_gene,EXTL3
Glycan metabolism,Glycosaminoglycan biosynthesis,recon3d_gene,EXTL1
Glycan metabolism,Glycosaminoglycan biosynthesis,recon3d_gene,CHPF
Glycan metabolism,Glycosaminoglycan biosynthesis,recon3d_gene,CHSY1
Glycan metabolism,Glycosaminoglycan biosynthesis,recon3d_gene,CHSY3
Glycan metabolism,Glycosaminoglycan biosynthesis,recon3d_gene,CSGALNACT2
Glycan metabolism,Glycosaminoglycan biosynthesis,recon3d_gene,CSGALNACT1
Glycan metabolism,Glycosaminoglycan biosynthesis,recon3d_gene,UST
Glycan metabolism,Glycosaminoglycan biosynthesis,recon3d_gene,B4GALT7
Glycan metabolism,Glycosaminoglycan biosynthesis,recon3d_gene,CHST14
Glycan metabolism,Glycosaminoglycan biosynthesis,recon3d_gene,CHST11
Glycan metabolism,Glycosaminoglycan biosynthesis,recon3d_gene,CHST13
Glycan metabolism,Glycosaminoglycan biosynthesis,recon3d_gene,CHST12
Glycan metabolism,Glycosaminoglycan biosynthesis,recon3d_gene,B3GALT6
Glycan metabolism,Glycosaminoglycan biosynthesis,recon3d_gene,EXTL2
Glycan metabolism,Glycosaminoglycan biosynthesis,recon3d_gene,GLCE
Glycan metabolism,Glycosaminoglycan biosynthesis,recon3d_gene,HS6ST3
Glycan metabolism,Glycosaminoglycan biosynthesis,recon3d_gene,HS6ST1
Glycan metabolism,Glycosaminoglycan biosynthesis,recon3d_gene,HS6ST2
Glycan metabolism,Glycosaminoglycan biosynthesis,recon3d_gene,B3GAT1
Glycan metabolism,Glycosaminoglycan biosynthesis,recon3d_gene,B3GAT2
Glycan metabolism,Glycosaminoglycan biosynthesis,recon3d_gene,B3GAT3
Glycan metabolism,Glycosaminoglycan biosynthesis,recon3d_gene,CHPF2
Glycan metabolism,Glycosaminoglycan biosynthesis,recon3d_gene,CHST7
Glycan metabolism,Glycosaminoglycan biosynthesis,recon3d_gene,XYLT1
Glycan metabolism,Glycosaminoglycan biosynthesis,recon3d_gene,XYLT2
Glycan metabolism,Glycosaminoglycan biosynthesis,recon3d_gene,NDST4
Glycan metabolism,Glycosaminoglycan biosynthesis,recon3d_gene,NDST1
Glycan metabolism,Glycosaminoglycan biosynthesis,recon3d_gene,NDST3
Glycan metabolism,Glycosaminoglycan biosynthesis,recon3d_gene,NDST2
Glycan metabolism,Glycosaminoglycan biosynthesis,recon3d_gene,CHST3
Glycan metabolism,Glycosaminoglycan biosynthesis,recon3d_gene,HS2ST1
Glycan metabolism,Glycosaminoglycan biosynthesis,recon3d_gene,HS3ST4
Glycan metabolism,Glycosaminoglycan biosynthesis,recon3d_gene,HS3ST3A1
Glycan metabolism,Glycosaminoglycan biosynthesis,recon3d_gene,HS3ST3B1
Glycan metabolism,Glycosaminoglycan biosynthesis,recon3d_gene,HS3ST6
Glycan metabolism,Glycosaminoglycan biosynthesis,recon3d_gene,HS3ST2
Glycan metabolism,Glycosaminoglycan biosynthesis,recon3d_gene,HS3ST5
Glycan metabolism,Glycosaminoglycan biosynthesis,recon3d_gene,HS3ST1
Carbohydrate metabolism,Hyaluronan metabolism,recon3d_gene,HEXA
Carbohydrate metabolism,Hyaluronan metabolism,recon3d_gene,HEXB
Carbohydrate metabolism,Hyaluronan metabolism,recon3d_gene,GUSB
Carbohydrate metabolism,Hyaluronan metabolism,recon3d_gene,HYAL3
Carbohydrate metabolism,Hyaluronan metabolism,recon3d_gene,HAS3
Carbohydrate metabolism,Hyaluronan metabolism,recon3d_gene,HAS1
Carbohydrate metabolism,Hyaluronan metabolism,recon3d_gene,HAS2
Canonical amino acid metabolism,Urea cycle,recon3d_gene,CKB
Canonical amino acid metabolism,Urea cycle,recon3d_gene,CKM
Canonical amino acid metabolism,Urea cycle,recon3d_gene,CKMT1B
Canonical amino acid metabolism,Urea cycle,recon3d_gene,CKMT2
Canonical amino acid metabolism,Urea cycle,recon3d_gene,CKMT1A
Canonical amino acid metabolism,Urea cycle,recon3d_gene,CPS1
Canonical amino acid metabolism,Urea cycle,recon3d_gene,NAGS
Canonical amino acid metabolism,Urea cycle,recon3d_gene,SARDH
Canonical amino acid metabolism,Urea cycle,recon3d_gene,PAOX
Canonical amino acid metabolism,Urea cycle,recon3d_gene,GAMT
Canonical amino acid metabolism,Urea cycle,recon3d_gene,AOC1
Canonical amino acid metabolism,Urea cycle,recon3d_gene,GATM
Canonical amino acid metabolism,Urea cycle,recon3d_gene,AQP9
Canonical amino acid metabolism,Urea cycle,recon3d_gene,ARG1
Canonical amino acid metabolism,Urea cycle,recon3d_gene,ARG2
Canonical amino acid metabolism,Urea cycle,recon3d_gene,OAT
Canonical amino acid metabolism,Urea cycle,recon3d_gene,ODC1
Canonical amino acid metabolism,Urea cycle,recon3d_gene,OTC
Canonical amino acid metabolism,Urea cycle,recon3d_gene,NIT2
Canonical amino acid metabolism,Urea cycle,recon3d_gene,ALDH18A1
Canonical amino acid metabolism,Urea cycle,recon3d_gene,SMS
Canonical amino acid metabolism,Urea cycle,recon3d_gene,SRM
Canonical amino acid metabolism,Urea cycle,recon3d_gene,AOC3
Canonical amino acid metabolism,Urea cycle,recon3d_gene,ALDH4A1
Canonical amino acid metabolism,Urea cycle,recon3d_gene,ACY3
Canonical amino acid metabolism,Urea cycle,recon3d_gene,ACY1
Lipid metabolism,Triacylglycerol synthesis,recon3d_gene,AGPAT2
Lipid metabolism,Triacylglycerol synthesis,recon3d_gene,GPAT4
Lipid metabolism,Triacylglycerol synthesis,recon3d_gene,AGPAT4
Lipid metabolism,Triacylglycerol synthesis,recon3d_gene,AGPAT3
Lipid metabolism,Triacylglycerol synthesis,recon3d_gene,AGPAT5
Lipid metabolism,Triacylglycerol synthesis,recon3d_gene,AGPAT1
Lipid metabolism,Triacylglycerol synthesis,recon3d_gene,MBOAT2
Lipid metabolism,Triacylglycerol synthesis,recon3d_gene,MGLL
Lipid metabolism,Triacylglycerol synthesis,recon3d_gene,MOGAT1
Lipid metabolism,Triacylglycerol synthesis,recon3d_gene,MOGAT2
Lipid metabolism,Triacylglycerol synthesis,recon3d_gene,LIPC
Lipid metabolism,Triacylglycerol synthesis,recon3d_gene,LIPG
Lipid metabolism,Triacylglycerol synthesis,recon3d_gene,PNLIPRP1
Lipid metabolism,Triacylglycerol synthesis,recon3d_gene,LIPF
Lipid metabolism,Triacylglycerol synthesis,recon3d_gene,LPL
Lipid metabolism,Triacylglycerol synthesis,recon3d_gene,CEL
Lipid metabolism,Triacylglycerol synthesis,recon3d_gene,PNPLA3
Lipid metabolism,Triacylglycerol synthesis,recon3d_gene,PLA2G3
Lipid metabolism,Triacylglycerol synthesis,recon3d_gene,GPAM
Lipid metabolism,Triacylglycerol synthesis,recon3d_gene,GPAT3
Lipid metabolism,Triacylglycerol synthesis,recon3d_gene,GPAT2
Lipid metabolism,Triacylglycerol synthesis,recon3d_gene,GNPAT
Lipid metabolism,Triacylglycerol synthesis,recon3d_gene,PLPP2
Lipid metabolism,Triacylglycerol synthesis,recon3d_gene,PLPP1
Lipid metabolism,Triacylglycerol synthesis,recon3d_gene,PLPP3
Lipid metabolism,Triacylglycerol synthesis,recon3d_gene,DGAT1
Lipid metabolism,Triacylglycerol synthesis,recon3d_gene,DGAT2
Lipid metabolism,Cholesterol metabolism,recon3d_gene,PMVK
Lipid metabolism,Cholesterol metabolism,recon3d_gene,EBP
Lipid metabolism,Cholesterol metabolism,recon3d_gene,CYP4F8
Lipid metabolism,Cholesterol metabolism,recon3d_gene,CYP51A1
Lipid metabolism,Cholesterol metabolism,recon3d_gene,DHCR7
Lipid metabolism,Cholesterol metabolism,recon3d_gene,DHCR24
Lipid metabolism,Cholesterol metabolism,recon3d_gene,CYP7A1
Lipid metabolism,Cholesterol metabolism,recon3d_gene,FDFT1
Lipid metabolism,Cholesterol metabolism,recon3d_gene,FDPS
Lipid metabolism,Cholesterol metabolism,recon3d_gene,HMGCL
Lipid metabolism,Cholesterol metabolism,recon3d_gene,HMGCLL1
Lipid metabolism,Cholesterol metabolism,recon3d_gene,HMGCR
Lipid metabolism,Cholesterol metabolism,recon3d_gene,HMGCS1
Lipid metabolism,Cholesterol metabolism,recon3d_gene,HMGCS2
Lipid metabolism,Cholesterol metabolism,recon3d_gene,HSD17B4
Lipid metabolism,Cholesterol metabolism,recon3d_gene,IDI1
Lipid metabolism,Cholesterol metabolism,recon3d_gene,IDI2
Lipid metabolism,Cholesterol metabolism,recon3d_gene,ACAT2
Lipid metabolism,Cholesterol metabolism,recon3d_gene,LBR
Lipid metabolism,Cholesterol metabolism,recon3d_gene,TM7SF2
Lipid metabolism,Cholesterol metabolism,recon3d_gene,LCAT
Lipid metabolism,Cholesterol metabolism,recon3d_gene,LIPA
Lipid metabolism,Cholesterol metabolism,recon3d_gene,CEL
Lipid metabolism,Cholesterol metabolism,recon3d_gene,LSS
Lipid metabolism,Cholesterol metabolism,recon3d_gene,MVD
Lipid metabolism,Cholesterol metabolism,recon3d_gene,MVK
Lipid metabolism,Cholesterol metabolism,recon3d_gene,NSDHL
Lipid metabolism,Cholesterol metabolism,recon3d_gene,MAGEA2B
Lipid metabolism,Cholesterol metabolism,recon3d_gene,HSD17B7
Lipid metabolism,Cholesterol metabolism,recon3d_gene,MSMO1
Lipid metabolism,Cholesterol metabolism,recon3d_gene,FAXDC2
Lipid metabolism,Cholesterol metabolism,recon3d_gene,SC5D
